"Step","lowest_JSDiv_NovelD - curiosity_reward","lowest_JSDiv_NovelD - curiosity_reward__MIN","lowest_JSDiv_NovelD - curiosity_reward__MAX"
"980000","0.004469017032533884","0.004469017032533884","0.004469017032533884"
"990000","0.003971790429204702","0.003971790429204702","0.003971790429204702"
"1000000","0.0013452285202220082","0.0013452285202220082","0.0013452285202220082"
"1010000","0.0016773269744589925","0.0016773269744589925","0.0016773269744589925"
"1020000","0.006719081196933985","0.006719081196933985","0.006719081196933985"
"1030000","0.03159639611840248","0.03159639611840248","0.03159639611840248"
"1040000","0.0025807421188801527","0.0025807421188801527","0.0025807421188801527"
"1050000","0.0026117225643247366","0.0026117225643247366","0.0026117225643247366"
"1060000","0.0021691066212952137","0.0021691066212952137","0.0021691066212952137"
"1070000","0.003422721056267619","0.003422721056267619","0.003422721056267619"
"1080000","0.0071240258403122425","0.0071240258403122425","0.0071240258403122425"
"1090000","0.0005397251225076616","0.0005397251225076616","0.0005397251225076616"
"1100000","0.0008895533974282444","0.0008895533974282444","0.0008895533974282444"
"1110000","0.0003423704765737057","0.0003423704765737057","0.0003423704765737057"
"1120000","0.00022884573263581842","0.00022884573263581842","0.00022884573263581842"
"1130000","0.000635475676972419","0.000635475676972419","0.000635475676972419"
"1140000","0.0004836187290493399","0.0004836187290493399","0.0004836187290493399"
"1150000","0.0006127813248895109","0.0006127813248895109","0.0006127813248895109"
"1160000","0.00033549327054060996","0.00033549327054060996","0.00033549327054060996"
"1170000","0.0006385744200088084","0.0006385744200088084","0.0006385744200088084"
"1180000","0.0010345170740038157","0.0010345170740038157","0.0010345170740038157"
"1190000","0.000421202159486711","0.000421202159486711","0.000421202159486711"
"1200000","0.00013943767407909036","0.00013943767407909036","0.00013943767407909036"
"1210000","0.0010322778252884746","0.0010322778252884746","0.0010322778252884746"
"1220000","0.0005025105783715844","0.0005025105783715844","0.0005025105783715844"
"1230000","0.0004237960674799979","0.0004237960674799979","0.0004237960674799979"
"1240000","0.0002494267246220261","0.0002494267246220261","0.0002494267246220261"
"1250000","0.0005339772906154394","0.0005339772906154394","0.0005339772906154394"
"1260000","0.0002411977475276217","0.0002411977475276217","0.0002411977475276217"
"1270000","0.00021047581685706973","0.00021047581685706973","0.00021047581685706973"
"1280000","0.0003983851638622582","0.0003983851638622582","0.0003983851638622582"
"1290000","0.00032906015985645354","0.00032906015985645354","0.00032906015985645354"
"1300000","0.00043092251871712506","0.00043092251871712506","0.00043092251871712506"
"1310000","0.00015618755423929542","0.00015618755423929542","0.00015618755423929542"
"1320000","0.0001478362682973966","0.0001478362682973966","0.0001478362682973966"
"1330000","0.0004947647103108466","0.0004947647103108466","0.0004947647103108466"
"1340000","0.0002855618658941239","0.0002855618658941239","0.0002855618658941239"
"1350000","0.0002556484832894057","0.0002556484832894057","0.0002556484832894057"
"1360000","0.0001813643320929259","0.0001813643320929259","0.0001813643320929259"
"1370000","0.00021860699052922428","0.00021860699052922428","0.00021860699052922428"
"1380000","0.00047236940008588135","0.00047236940008588135","0.00047236940008588135"
"1390000","0.00031226148712448776","0.00031226148712448776","0.00031226148712448776"
"1400000","0.0002899163810070604","0.0002899163810070604","0.0002899163810070604"
"1410000","0.0005500635597854853","0.0005500635597854853","0.0005500635597854853"
"1420000","0.0008210084633901715","0.0008210084633901715","0.0008210084633901715"
"1430000","0.0008293692371807992","0.0008293692371807992","0.0008293692371807992"
"1440000","0.00020346172095742077","0.00020346172095742077","0.00020346172095742077"
"1450000","0.0006448144558817148","0.0006448144558817148","0.0006448144558817148"
"1460000","0.0004057210171595216","0.0004057210171595216","0.0004057210171595216"
"1470000","0.00024690310237929225","0.00024690310237929225","0.00024690310237929225"
"1480000","0.00014068173186387867","0.00014068173186387867","0.00014068173186387867"
"1490000","0.0010759937576949596","0.0010759937576949596","0.0010759937576949596"
"1500000","0.0004622287815436721","0.0004622287815436721","0.0004622287815436721"
"1510000","0.0002784217067528516","0.0002784217067528516","0.0002784217067528516"
"1520000","0.0002082042774418369","0.0002082042774418369","0.0002082042774418369"
"1530000","0.0008841445669531822","0.0008841445669531822","0.0008841445669531822"
"1540000","0.00026818757760338485","0.00026818757760338485","0.00026818757760338485"
"1550000","0.00026139867259189487","0.00026139867259189487","0.00026139867259189487"
"1560000","0.00044099826482124627","0.00044099826482124627","0.00044099826482124627"
"1570000","0.00044372506090439856","0.00044372506090439856","0.00044372506090439856"
"1580000","0.00027583097107708454","0.00027583097107708454","0.00027583097107708454"
"1590000","0.0004002084315288812","0.0004002084315288812","0.0004002084315288812"
"1600000","0.0004341404710430652","0.0004341404710430652","0.0004341404710430652"
"1610000","0.00032732225372456014","0.00032732225372456014","0.00032732225372456014"
"1620000","0.0004918990307487547","0.0004918990307487547","0.0004918990307487547"
"1630000","0.0004892604774795473","0.0004892604774795473","0.0004892604774795473"
"1640000","0.00022050617553759366","0.00022050617553759366","0.00022050617553759366"
"1650000","0.00235605426132679","0.00235605426132679","0.00235605426132679"
"1660000","0.0008607849013060331","0.0008607849013060331","0.0008607849013060331"
"1670000","0.0002675386203918606","0.0002675386203918606","0.0002675386203918606"
"1680000","0.0003282874240539968","0.0003282874240539968","0.0003282874240539968"
"1690000","0.0012258494971320033","0.0012258494971320033","0.0012258494971320033"
"1700000","0.0005764463567174971","0.0005764463567174971","0.0005764463567174971"
"1710000","0.000569297350011766","0.000569297350011766","0.000569297350011766"
"1720000","0.0004709406057372689","0.0004709406057372689","0.0004709406057372689"
"1730000","0.0006404008599929512","0.0006404008599929512","0.0006404008599929512"
"1740000","0.0003235570329707116","0.0003235570329707116","0.0003235570329707116"
"1750000","0.00040647247806191444","0.00040647247806191444","0.00040647247806191444"
"1760000","0.0006315989303402603","0.0006315989303402603","0.0006315989303402603"
"1770000","0.0011838334612548351","0.0011838334612548351","0.0011838334612548351"
"1780000","0.0004674087977036834","0.0004674087977036834","0.0004674087977036834"
"1790000","0.0005662865587510169","0.0005662865587510169","0.0005662865587510169"
"1800000","0.0011580956634134054","0.0011580956634134054","0.0011580956634134054"
"1810000","0.0005380401853471994","0.0005380401853471994","0.0005380401853471994"
"1820000","0.0007145761046558619","0.0007145761046558619","0.0007145761046558619"
"1830000","0.0008557950495742261","0.0008557950495742261","0.0008557950495742261"
"1840000","0.00041500828228890896","0.00041500828228890896","0.00041500828228890896"
"1850000","0.0023884368129074574","0.0023884368129074574","0.0023884368129074574"
"1860000","0.0003926620993297547","0.0003926620993297547","0.0003926620993297547"
"1870000","0.0004889809060841799","0.0004889809060841799","0.0004889809060841799"
"1880000","0.0002755399909801781","0.0002755399909801781","0.0002755399909801781"
"1890000","0.0004278651322238147","0.0004278651322238147","0.0004278651322238147"
"1900000","0.00042311192373745143","0.00042311192373745143","0.00042311192373745143"
"1910000","0.0002690394758246839","0.0002690394758246839","0.0002690394758246839"
"1920000","0.00045333162415772676","0.00045333162415772676","0.00045333162415772676"
"1930000","0.0008010524325072765","0.0008010524325072765","0.0008010524325072765"
"1940000","0.001040746457874775","0.001040746457874775","0.001040746457874775"
"1950000","0.0010965741239488125","0.0010965741239488125","0.0010965741239488125"
"1960000","0.00048050424084067345","0.00048050424084067345","0.00048050424084067345"
"1970000","0.0008163795573636889","0.0008163795573636889","0.0008163795573636889"
"1980000","0.00040091684786602855","0.00040091684786602855","0.00040091684786602855"
"1990000","0.0002808645076584071","0.0002808645076584071","0.0002808645076584071"
"2000000","0.00026862259255722165","0.00026862259255722165","0.00026862259255722165"
"2010000","0.0010728416964411736","0.0010728416964411736","0.0010728416964411736"
"2020000","0.0004698889679275453","0.0004698889679275453","0.0004698889679275453"
"2030000","0.0005906529841013253","0.0005906529841013253","0.0005906529841013253"
"2040000","0.001056711538694799","0.001056711538694799","0.001056711538694799"
"2050000","0.0007586519932374358","0.0007586519932374358","0.0007586519932374358"
"2060000","0.00028487309464253485","0.00028487309464253485","0.00028487309464253485"
"2070000","0.00012780781253241003","0.00012780781253241003","0.00012780781253241003"
"2080000","0.0007701788563281298","0.0007701788563281298","0.0007701788563281298"
"2090000","0.00035892619052901864","0.00035892619052901864","0.00035892619052901864"
"2100000","0.0011736942688003182","0.0011736942688003182","0.0011736942688003182"
"2110000","0.0004670392081607133","0.0004670392081607133","0.0004670392081607133"
"2120000","0.00036144524347037077","0.00036144524347037077","0.00036144524347037077"
"2130000","0.0009370864136144519","0.0009370864136144519","0.0009370864136144519"
"2140000","0.00023405163665302098","0.00023405163665302098","0.00023405163665302098"
"2150000","0.002164936624467373","0.002164936624467373","0.002164936624467373"
"2160000","0.00035800511250272393","0.00035800511250272393","0.00035800511250272393"
"2170000","0.0004141621175222099","0.0004141621175222099","0.0004141621175222099"
"2180000","0.0018011517822742462","0.0018011517822742462","0.0018011517822742462"
"2190000","0.00035773447598330677","0.00035773447598330677","0.00035773447598330677"
"2200000","0.00045740537461824715","0.00045740537461824715","0.00045740537461824715"
"2210000","0.000548111682292074","0.000548111682292074","0.000548111682292074"
"2220000","0.0004925810499116778","0.0004925810499116778","0.0004925810499116778"
"2230000","0.000690242915879935","0.000690242915879935","0.000690242915879935"
"2240000","0.00038838168256916106","0.00038838168256916106","0.00038838168256916106"
"2250000","0.0012503655161708593","0.0012503655161708593","0.0012503655161708593"
"2260000","0.0007586212013848126","0.0007586212013848126","0.0007586212013848126"
"2270000","0.0007219378021545708","0.0007219378021545708","0.0007219378021545708"
"2280000","0.0006104098865762353","0.0006104098865762353","0.0006104098865762353"
"2290000","0.001224694075062871","0.001224694075062871","0.001224694075062871"
"2300000","0.0008525128359906375","0.0008525128359906375","0.0008525128359906375"
"2310000","0.00045328124542720616","0.00045328124542720616","0.00045328124542720616"
"2320000","0.0004431807610671967","0.0004431807610671967","0.0004431807610671967"
"2330000","0.00042974576354026794","0.00042974576354026794","0.00042974576354026794"
"2340000","0.0004767931823153049","0.0004767931823153049","0.0004767931823153049"
"2350000","0.00043378712143749","0.00043378712143749","0.00043378712143749"
"2360000","0.0005801097140647471","0.0005801097140647471","0.0005801097140647471"
"2370000","0.0013513253070414066","0.0013513253070414066","0.0013513253070414066"
"2380000","0.00046577598550356925","0.00046577598550356925","0.00046577598550356925"
"2390000","0.0011694849235937","0.0011694849235937","0.0011694849235937"
"2400000","0.0006280073430389166","0.0006280073430389166","0.0006280073430389166"
"2410000","0.0005056654918007553","0.0005056654918007553","0.0005056654918007553"
"2420000","0.0013134516775608063","0.0013134516775608063","0.0013134516775608063"
"2430000","0.00025987281696870923","0.00025987281696870923","0.00025987281696870923"
"2440000","0.0011280226754024625","0.0011280226754024625","0.0011280226754024625"
"2450000","0.0006499026785604656","0.0006499026785604656","0.0006499026785604656"
"2460000","0.001095736282877624","0.001095736282877624","0.001095736282877624"
"2470000","0.0007933079614304006","0.0007933079614304006","0.0007933079614304006"
"2480000","0.0013116049813106656","0.0013116049813106656","0.0013116049813106656"
"2490000","0.0008467634324915707","0.0008467634324915707","0.0008467634324915707"
"2500000","0.0007026813109405339","0.0007026813109405339","0.0007026813109405339"
