step,act_0,act_1,act_2,reward,done,agent_x,agent_y,agent_dir,shape_toy_0_x,shape_toy_0_y,shape_toy_0_thrown,shape_toy_0_gothit,shape_toy_0_hitter,shape_toy_0_mouthed,shape_toy_1_x,shape_toy_1_y,shape_toy_1_thrown,shape_toy_1_gothit,shape_toy_1_hitter,shape_toy_1_mouthed,shape_toy_2_x,shape_toy_2_y,shape_toy_2_thrown,shape_toy_2_gothit,shape_toy_2_hitter,shape_toy_2_mouthed,shape_sorter_0_x,shape_sorter_0_y,shape_sorter_0_gothit,shape_sorter_0_contains,shape_sorter_0_hitter,shape_sorter_0_thrown,shape_sorter_0_mouthed,gear_0_x,gear_0_y,gear_0_thrown,gear_0_attached,gear_0_gothit,gear_0_hitter,gear_0_mouthed,gear_1_x,gear_1_y,gear_1_thrown,gear_1_attached,gear_1_gothit,gear_1_hitter,gear_1_mouthed,gear_2_x,gear_2_y,gear_2_thrown,gear_2_attached,gear_2_gothit,gear_2_hitter,gear_2_mouthed,gear_3_x,gear_3_y,gear_3_thrown,gear_3_attached,gear_3_gothit,gear_3_hitter,gear_3_mouthed,gear_4_x,gear_4_y,gear_4_thrown,gear_4_attached,gear_4_gothit,gear_4_hitter,gear_4_mouthed,gear_5_x,gear_5_y,gear_5_thrown,gear_5_attached,gear_5_gothit,gear_5_hitter,gear_5_mouthed,gear_toy_0_x,gear_toy_0_y,gear_toy_0_thrown,gear_toy_0_contains,gear_toy_0_attached,gear_toy_0_gothit,gear_toy_0_hitter,gear_toy_0_mouthed,stroller_0_x,stroller_0_y,stroller_0_gothit,stroller_0_pullshed,stroller_0_climbed,stroller_0_contains,tree_busy_box_0_x,tree_busy_box_0_y,tree_busy_box_0_toggled,tree_busy_box_0_gothit,tree_busy_box_0_climbed,red_spiky_ball_0_x,red_spiky_ball_0_y,red_spiky_ball_0_thrown,red_spiky_ball_0_gothit,red_spiky_ball_0_hitter,red_spiky_ball_0_mouthed,rattle_0_x,rattle_0_y,rattle_0_noise,rattle_0_thrown,rattle_0_gothit,rattle_0_hitter,rattle_0_mouthed,broom_set_0_x,broom_set_0_y,broom_set_0_thrown,broom_set_0_gothit,broom_set_0_hitter,broom_set_0_mouthed,broom_set_0_contains,broom_set_0_attached,broom_0_x,broom_0_y,broom_0_thrown,broom_0_gothit,broom_0_hitter,broom_0_mouthed,broom_0_usebrush,farm_toy_0_x,farm_toy_0_y,farm_toy_0_popup,farm_toy_0_gothit,beach_ball_0_x,beach_ball_0_y,beach_ball_0_kicked,beach_ball_0_thrown,beach_ball_0_gothit,beach_ball_0_hitter,beach_ball_0_mouthed,piggie_bank_0_x,piggie_bank_0_y,piggie_bank_0_noise,piggie_bank_0_open,piggie_bank_0_thrown,piggie_bank_0_contains,piggie_bank_0_gothit,piggie_bank_0_hitter,piggie_bank_0_mouthed,mini_broom_0_x,mini_broom_0_y,mini_broom_0_thrown,mini_broom_0_attached,mini_broom_0_gothit,mini_broom_0_usebrush,mini_broom_0_hitter,coin_0_x,coin_0_y,coin_0_thrown,coin_0_gothit,coin_0_hitter,coin_0_mouthed,coin_1_x,coin_1_y,coin_1_thrown,coin_1_gothit,coin_1_hitter,coin_1_mouthed,coin_2_x,coin_2_y,coin_2_thrown,coin_2_gothit,coin_2_hitter,coin_2_mouthed,coin_3_x,coin_3_y,coin_3_thrown,coin_3_gothit,coin_3_hitter,coin_3_mouthed,coin_4_x,coin_4_y,coin_4_thrown,coin_4_gothit,coin_4_hitter,coin_4_mouthed,coin_5_x,coin_5_y,coin_5_thrown,coin_5_gothit,coin_5_hitter,coin_5_mouthed,coin_6_x,coin_6_y,coin_6_thrown,coin_6_gothit,coin_6_hitter,coin_6_mouthed,coin_7_x,coin_7_y,coin_7_thrown,coin_7_gothit,coin_7_hitter,coin_7_mouthed,coin_8_x,coin_8_y,coin_8_thrown,coin_8_gothit,coin_8_hitter,coin_8_mouthed,coin_9_x,coin_9_y,coin_9_thrown,coin_9_gothit,coin_9_hitter,coin_9_mouthed,cube_0_x,cube_0_y,cube_0_gothit,cube_0_hitter,cube_0_mouthed,cube_0_thrown,cube_1_x,cube_1_y,cube_1_gothit,cube_1_hitter,cube_1_mouthed,cube_1_thrown,cube_2_x,cube_2_y,cube_2_gothit,cube_2_hitter,cube_2_mouthed,cube_2_thrown,cube_3_x,cube_3_y,cube_3_gothit,cube_3_hitter,cube_3_mouthed,cube_3_thrown,cube_4_x,cube_4_y,cube_4_gothit,cube_4_hitter,cube_4_mouthed,cube_4_thrown,cube_5_x,cube_5_y,cube_5_gothit,cube_5_hitter,cube_5_mouthed,cube_5_thrown,alligator_busy_box_0_x,alligator_busy_box_0_y,alligator_busy_box_0_toggled,alligator_busy_box_0_gothit,music_toy_0_x,music_toy_0_y,music_toy_0_noise,music_toy_0_gothit,cube_cabinet_0_x,cube_cabinet_0_y,cube_cabinet_0_gothit,cube_cabinet_0_contains,cart_toy_0_x,cart_toy_0_y,cart_toy_0_contains,cart_toy_0_gothit,cart_toy_0_pullshed,cart_toy_0_climbed,ring_toy_0_x,ring_toy_0_y,ring_toy_0_thrown,ring_toy_0_gothit,ring_toy_0_hitter,ring_toy_0_mouthed,bucket_toy_0_x,bucket_toy_0_y,bucket_toy_0_contains,bucket_toy_0_noise,bucket_toy_0_thrown,bucket_toy_0_gothit,bucket_toy_0_hitter,bucket_toy_0_mouthed,winnie_0_x,winnie_0_y,winnie_0_thrown,winnie_0_gothit,winnie_0_hitter,winnie_0_mouthed,winnie_cabinet_0_x,winnie_cabinet_0_y,winnie_cabinet_0_open,winnie_cabinet_0_contains,winnie_cabinet_0_gothit
0,7,8,2,0.0,0,15.0,11.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
1,4,6,4,0.0,0,16.0,11.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
2,7,11,3,0.0,0,16.0,11.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
3,13,5,1,0.0,0,16.0,11.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,1.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
4,5,8,0,0.0,0,16.0,11.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,1.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
5,1,12,0,0.0,0,16.0,11.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,1.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
6,5,14,2,0.0,0,16.0,11.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
7,1,10,2,0.0,0,16.0,10.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
8,3,4,1,0.0,0,16.0,9.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,19.0,1.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
