global_step,update,avg_intrinsic_reward,std_intrinsic_reward
1000,1,2.498626940905524e-07,0.9358566403388977
2000,2,-0.13111217319965363,0.5864458680152893
3000,3,-0.16546447575092316,0.5004922747612
4000,4,-0.10087402909994125,0.7482057213783264
5000,5,0.1808585226535797,1.403374433517456
6000,6,0.12673687934875488,1.2006984949111938
7000,7,-0.0504831038415432,0.9553837180137634
8000,8,0.016682812944054604,0.9930198788642883
9000,9,-0.0687078982591629,0.8199388980865479
10000,10,-0.05460038408637047,0.8858859539031982
11000,11,-0.060670845210552216,0.832234799861908
12000,12,-0.1334170401096344,0.613320529460907
13000,13,-0.05809590965509415,0.8185200691223145
14000,14,-0.06375425308942795,0.8379491567611694
15000,15,0.2774951159954071,1.4616681337356567
16000,16,0.27202704548835754,1.5258761644363403
17000,17,0.4516182839870453,1.5806981325149536
18000,18,0.2558757960796356,1.4339203834533691
19000,19,-0.07022523134946823,0.879421055316925
20000,20,0.039157573133707047,0.8827407956123352
21000,21,0.32281947135925293,1.4122408628463745
22000,22,0.18596909940242767,1.159667730331421
23000,23,0.45486629009246826,1.4920566082000732
24000,24,-0.06675271689891815,0.9199392795562744
25000,25,-0.010006271302700043,0.9453835487365723
26000,26,0.038156211376190186,1.0704786777496338
27000,27,0.15145906805992126,1.313179612159729
28000,28,0.11246243864297867,0.9911142587661743
29000,29,0.008967947214841843,1.2063902616500854
30000,30,0.44653618335723877,1.742346167564392
31000,31,0.06503607332706451,1.1199156045913696
32000,32,-0.05841049551963806,0.96229487657547
33000,33,0.18095752596855164,1.3484275341033936
34000,34,0.28723621368408203,1.3259029388427734
35000,35,0.20503170788288116,1.5478198528289795
36000,36,0.2278335839509964,1.2367751598358154
37000,37,0.029292967170476913,1.0856616497039795
38000,38,0.058777131140232086,1.0129796266555786
39000,39,0.08765154331922531,1.0720442533493042
40000,40,0.06606954336166382,0.9478515386581421
41000,41,0.23391105234622955,1.2169305086135864
42000,42,0.03143341466784477,1.0342860221862793
43000,43,0.040195662528276443,0.8598830103874207
44000,44,0.16280533373355865,1.0145808458328247
45000,45,-0.220186248421669,0.45441702008247375
46000,46,0.2528355121612549,1.4915038347244263
47000,47,-0.26124870777130127,0.43267497420310974
48000,48,-0.18421480059623718,0.5242180824279785
49000,49,-0.21287418901920319,0.5963740944862366
50000,50,0.13878293335437775,1.4670451879501343
51000,51,-0.09440340101718903,0.8528308868408203
52000,52,0.511752724647522,1.6025351285934448
53000,53,-0.06760453432798386,0.7620348334312439
54000,54,0.8383801579475403,1.914568543434143
55000,55,0.1562490463256836,1.2519582509994507
56000,56,0.581226110458374,1.454860806465149
57000,57,0.3902779519557953,1.1736780405044556
58000,58,0.03419981896877289,0.927162766456604
59000,59,0.15045788884162903,1.1767008304595947
60000,60,0.5495959520339966,1.3847464323043823
61000,61,0.005483627784997225,0.785658061504364
62000,62,0.11623375862836838,0.9016396403312683
63000,63,0.07840310782194138,0.9089367985725403
64000,64,0.6974230408668518,1.6534814834594727
65000,65,0.0711539089679718,1.076867699623108
66000,66,0.32672199606895447,1.3009185791015625
67000,67,-0.060775499790906906,0.7154255509376526
68000,68,0.26503869891166687,1.1206636428833008
69000,69,0.04800959303975105,1.039257526397705
70000,70,-0.08951184153556824,0.7601165771484375
71000,71,-0.31328436732292175,0.3435114324092865
72000,72,-0.2881666123867035,0.47680094838142395
73000,73,-0.11299820244312286,0.6926572322845459
74000,74,0.28302863240242004,1.3822118043899536
75000,75,0.6765478849411011,1.57387113571167
76000,76,0.1835237294435501,1.1263748407363892
77000,77,0.09713274240493774,1.0062295198440552
78000,78,-0.18819601833820343,0.7313530445098877
79000,79,0.06953060626983643,0.7561980485916138
80000,80,0.24811774492263794,1.1310584545135498
81000,81,-0.1079220101237297,0.8804909586906433
82000,82,0.05793227627873421,0.8945858478546143
83000,83,-0.047694843262434006,0.8966297507286072
84000,84,0.44570988416671753,1.5636688470840454
85000,85,-0.08675456792116165,0.8219665884971619
86000,86,0.1872924119234085,0.9165427684783936
87000,87,0.3560805320739746,1.422179102897644
88000,88,-0.06241912767291069,1.1661478281021118
89000,89,0.5611098408699036,1.8314343690872192
90000,90,0.5631834864616394,1.8580716848373413
91000,91,0.5454645752906799,1.4433683156967163
92000,92,0.3845982849597931,1.028617024421692
93000,93,-0.11748138815164566,0.7896366715431213
94000,94,-0.08447583764791489,0.7976451516151428
95000,95,-0.045522540807724,0.8805990219116211
96000,96,0.2088347226381302,1.213929295539856
97000,97,-0.06063544750213623,0.8581342101097107
98000,98,0.24529848992824554,1.0477865934371948
99000,99,0.0815361887216568,1.0242931842803955
100000,100,0.17328186333179474,1.017986536026001
101000,101,0.24554555118083954,1.1552354097366333
102000,102,-0.1585371345281601,0.643218994140625
103000,103,0.3032175302505493,1.3457528352737427
104000,104,-0.0953841581940651,0.5940932631492615
105000,105,-0.06742468476295471,0.9457889199256897
106000,106,0.8975956439971924,2.071930408477783
107000,107,-0.16151182353496552,0.5957194566726685
108000,108,-0.11424001306295395,0.9050739407539368
