global_step,update,avg_intrinsic_reward,std_intrinsic_reward
1000,1,2.2602083049605426e-07,0.9358479976654053
2000,2,-0.14293760061264038,0.6647326946258545
3000,3,-0.04052403196692467,0.9329908490180969
4000,4,-0.00562738161534071,0.9831725358963013
5000,5,-0.04117539897561073,0.8625732064247131
6000,6,-0.06374149769544601,0.6543124318122864
7000,7,0.12280392646789551,1.2687982320785522
8000,8,0.013425637036561966,1.08082914352417
9000,9,0.15090236067771912,1.3295177221298218
10000,10,0.048102326691150665,0.9736377000808716
11000,11,0.009113327600061893,1.1283475160598755
12000,12,-0.07144386321306229,0.8878732919692993
13000,13,0.15840338170528412,1.2507269382476807
14000,14,0.018944859504699707,1.185853362083435
15000,15,0.42474862933158875,1.6918553113937378
16000,16,-0.05987408384680748,0.8784605264663696
17000,17,0.42838039994239807,1.4647011756896973
18000,18,0.16546113789081573,1.2750425338745117
19000,19,0.09352904558181763,1.1211951971054077
20000,20,0.1627042144536972,1.2005343437194824
21000,21,0.33657771348953247,1.3918004035949707
22000,22,0.08539305627346039,1.3041383028030396
23000,23,-0.23756727576255798,0.4990750551223755
24000,24,-0.018790176138281822,1.0454384088516235
25000,25,0.8191834092140198,1.7759824991226196
26000,26,0.4224371612071991,1.421098232269287
27000,27,0.5117191076278687,1.645738124847412
28000,28,0.20522065460681915,1.1023041009902954
29000,29,0.9827376008033752,1.7168362140655518
30000,30,0.1867373138666153,1.0305964946746826
31000,31,0.08660890907049179,0.8324435949325562
32000,32,0.45050111413002014,1.3783729076385498
33000,33,0.9899231791496277,1.7594290971755981
34000,34,0.31662851572036743,1.3670450448989868
35000,35,0.10685135424137115,1.217471957206726
36000,36,0.30082976818084717,1.3275851011276245
37000,37,-0.055385563522577286,0.756470799446106
38000,38,-0.08154349029064178,0.9089161157608032
39000,39,0.5371935367584229,1.586045742034912
40000,40,-0.046154048293828964,0.7841671705245972
41000,41,0.5271714329719543,1.3394029140472412
42000,42,0.3141540586948395,1.2953193187713623
43000,43,-0.031061610206961632,0.8850339651107788
44000,44,-0.0011919772950932384,0.8156013488769531
45000,45,0.36253416538238525,1.1509817838668823
46000,46,0.668351948261261,1.525604486465454
47000,47,0.7600389122962952,1.565829873085022
48000,48,0.34414881467819214,1.477453351020813
49000,49,1.220522165298462,1.2462778091430664
50000,50,1.2246466875076294,1.2369756698608398
51000,51,0.5743106007575989,1.4483258724212646
52000,52,0.5523898601531982,1.2377886772155762
53000,53,0.3063964545726776,1.2014833688735962
54000,54,0.006642816588282585,0.8305890560150146
55000,55,0.15100961923599243,0.9256821870803833
56000,56,0.15561144053936005,1.2106651067733765
57000,57,0.6918649673461914,1.3244988918304443
58000,58,0.6432859301567078,1.6607009172439575
59000,59,0.1437661200761795,0.9468157887458801
60000,60,0.3367689251899719,1.2704393863677979
61000,61,0.6587194800376892,1.4867863655090332
62000,62,0.20577408373355865,0.8380367755889893
63000,63,0.502773642539978,1.4659192562103271
64000,64,0.5752066969871521,1.4361889362335205
65000,65,0.438679575920105,1.3378468751907349
66000,66,-0.1518661081790924,0.7729472517967224
67000,67,0.16232089698314667,1.133268117904663
68000,68,-0.2207898199558258,0.8569164276123047
69000,69,0.7121508121490479,1.5449429750442505
70000,70,0.6604692339897156,1.5832053422927856
71000,71,0.2056528478860855,0.8451344966888428
72000,72,0.26986339688301086,1.539096713066101
73000,73,0.5707622170448303,1.14292311668396
74000,74,0.5944176316261292,1.3362597227096558
75000,75,0.5511592030525208,1.2427258491516113
76000,76,0.391093909740448,0.9428899884223938
77000,77,0.032045021653175354,0.795535147190094
78000,78,1.0119682550430298,1.5690038204193115
79000,79,0.6451001167297363,1.583161473274231
80000,80,0.35046014189720154,1.2404407262802124
81000,81,0.7618866562843323,2.0734610557556152
82000,82,0.6008699536323547,1.3415825366973877
83000,83,0.1292210817337036,0.9127586483955383
84000,84,-0.2148580700159073,0.647723376750946
85000,85,-0.011278355494141579,0.7188149094581604
86000,86,-0.03620123490691185,0.7935419678688049
87000,87,-0.3303537368774414,0.6183112859725952
88000,88,0.08633042871952057,0.9575847387313843
89000,89,0.21565787494182587,1.1959120035171509
90000,90,0.29234838485717773,1.0210531949996948
91000,91,0.17540976405143738,0.9416765570640564
92000,92,-0.1338554173707962,0.5194635987281799
93000,93,0.03768548741936684,0.5985506176948547
94000,94,0.08260978013277054,1.0102548599243164
95000,95,-0.011428352445363998,0.7573431134223938
96000,96,-0.20559357106685638,0.6164581179618835
97000,97,0.5317782759666443,1.1092464923858643
98000,98,0.7973560094833374,1.447784423828125
99000,99,0.009686018340289593,0.9011784195899963
100000,100,0.183500736951828,0.8911769390106201
101000,101,0.2069459855556488,1.1672486066818237
102000,102,0.3284488320350647,1.1275768280029297
103000,103,0.24101538956165314,1.001354455947876
104000,104,0.517815351486206,1.1444613933563232
105000,105,0.30786556005477905,0.6683732271194458
106000,106,0.43195295333862305,1.2031422853469849
107000,107,0.3304811120033264,0.9690876007080078
108000,108,0.2668924629688263,1.091315507888794
109000,109,0.28282976150512695,1.3409897089004517
110000,110,0.01593329757452011,0.8818302750587463
111000,111,0.2710239589214325,0.7995139360427856
112000,112,0.13097749650478363,0.9592604041099548
113000,113,0.39185982942581177,0.9680614471435547
114000,114,0.6666584610939026,1.2316395044326782
115000,115,0.2599964141845703,0.7107366919517517
116000,116,0.22783662378787994,1.0806658267974854
117000,117,0.12797914445400238,1.1102888584136963
118000,118,0.19762219488620758,0.8134092688560486
119000,119,-0.13946078717708588,0.3756958842277527
120000,120,-0.2017015665769577,0.42448142170906067
121000,121,0.23568424582481384,0.8546419143676758
122000,122,0.04315038397908211,0.7382038831710815
123000,123,-0.006929666735231876,0.7423021793365479
124000,124,-0.02633485198020935,0.6331579089164734
125000,125,-0.13602854311466217,0.5293488502502441
126000,126,0.10601350665092468,1.0961946249008179
127000,127,0.49292826652526855,0.9911766052246094
128000,128,-0.12449266761541367,0.8670194745063782
