checkpoint_id,shape_toy_0_thrown,shape_toy_0_gothit,shape_toy_0_hitter,shape_toy_0_mouthed,shape_toy_1_thrown,shape_toy_1_gothit,shape_toy_1_hitter,shape_toy_1_mouthed,shape_toy_2_thrown,shape_toy_2_gothit,shape_toy_2_hitter,shape_toy_2_mouthed,shape_sorter_0_gothit,shape_sorter_0_contains,shape_sorter_0_hitter,shape_sorter_0_thrown,shape_sorter_0_mouthed,gear_0_thrown,gear_0_attached,gear_0_gothit,gear_0_hitter,gear_0_mouthed,gear_1_thrown,gear_1_attached,gear_1_gothit,gear_1_hitter,gear_1_mouthed,gear_2_thrown,gear_2_attached,gear_2_gothit,gear_2_hitter,gear_2_mouthed,gear_3_thrown,gear_3_attached,gear_3_gothit,gear_3_hitter,gear_3_mouthed,gear_4_thrown,gear_4_attached,gear_4_gothit,gear_4_hitter,gear_4_mouthed,gear_5_thrown,gear_5_attached,gear_5_gothit,gear_5_hitter,gear_5_mouthed,gear_toy_0_thrown,gear_toy_0_contains,gear_toy_0_attached,gear_toy_0_gothit,gear_toy_0_hitter,gear_toy_0_mouthed,stroller_0_gothit,stroller_0_pullshed,stroller_0_climbed,stroller_0_contains,tree_busy_box_0_toggled,tree_busy_box_0_gothit,tree_busy_box_0_climbed,red_spiky_ball_0_thrown,red_spiky_ball_0_gothit,red_spiky_ball_0_hitter,red_spiky_ball_0_mouthed,rattle_0_noise,rattle_0_thrown,rattle_0_gothit,rattle_0_hitter,rattle_0_mouthed,broom_set_0_thrown,broom_set_0_gothit,broom_set_0_hitter,broom_set_0_mouthed,broom_set_0_contains,broom_set_0_attached,broom_0_thrown,broom_0_gothit,broom_0_hitter,broom_0_mouthed,broom_0_usebrush,farm_toy_0_popup,farm_toy_0_gothit,beach_ball_0_kicked,beach_ball_0_thrown,beach_ball_0_gothit,beach_ball_0_hitter,beach_ball_0_mouthed,piggie_bank_0_noise,piggie_bank_0_open,piggie_bank_0_thrown,piggie_bank_0_contains,piggie_bank_0_gothit,piggie_bank_0_hitter,piggie_bank_0_mouthed,mini_broom_0_thrown,mini_broom_0_attached,mini_broom_0_gothit,mini_broom_0_usebrush,mini_broom_0_hitter,coin_0_thrown,coin_0_gothit,coin_0_hitter,coin_0_mouthed,coin_1_thrown,coin_1_gothit,coin_1_hitter,coin_1_mouthed,coin_2_thrown,coin_2_gothit,coin_2_hitter,coin_2_mouthed,coin_3_thrown,coin_3_gothit,coin_3_hitter,coin_3_mouthed,coin_4_thrown,coin_4_gothit,coin_4_hitter,coin_4_mouthed,coin_5_thrown,coin_5_gothit,coin_5_hitter,coin_5_mouthed,coin_6_thrown,coin_6_gothit,coin_6_hitter,coin_6_mouthed,coin_7_thrown,coin_7_gothit,coin_7_hitter,coin_7_mouthed,coin_8_thrown,coin_8_gothit,coin_8_hitter,coin_8_mouthed,coin_9_thrown,coin_9_gothit,coin_9_hitter,coin_9_mouthed,cube_0_gothit,cube_0_hitter,cube_0_mouthed,cube_0_thrown,cube_1_gothit,cube_1_hitter,cube_1_mouthed,cube_1_thrown,cube_2_gothit,cube_2_hitter,cube_2_mouthed,cube_2_thrown,cube_3_gothit,cube_3_hitter,cube_3_mouthed,cube_3_thrown,cube_4_gothit,cube_4_hitter,cube_4_mouthed,cube_4_thrown,cube_5_gothit,cube_5_hitter,cube_5_mouthed,cube_5_thrown,alligator_busy_box_0_toggled,alligator_busy_box_0_gothit,music_toy_0_noise,music_toy_0_gothit,cube_cabinet_0_gothit,cube_cabinet_0_contains,cart_toy_0_contains,cart_toy_0_gothit,cart_toy_0_pullshed,cart_toy_0_climbed,ring_toy_0_thrown,ring_toy_0_gothit,ring_toy_0_hitter,ring_toy_0_mouthed,bucket_toy_0_contains,bucket_toy_0_noise,bucket_toy_0_thrown,bucket_toy_0_gothit,bucket_toy_0_hitter,bucket_toy_0_mouthed,winnie_0_thrown,winnie_0_gothit,winnie_0_hitter,winnie_0_mouthed,winnie_cabinet_0_open,winnie_cabinet_0_contains,winnie_cabinet_0_gothit
1500000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,1,3,38,5,4,3,5,1,2,1,2,0,0,0,0,0,0,0,7,2,2,1,3,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,3,3,1,3,0,10,2,3,0,0,0,0,0,0,0,0,0
