seed,frequency,entropy,decay,step,episode,average_js_divergence,median_js_divergence,min_js_divergence,max_js_divergence,std_js_divergence,average_kl_divergence,median_kl_divergence,min_kl_divergence,max_kl_divergence,std_kl_divergence,num_object_state_pairs,num_finite_js,num_finite_kl,percent_finite_js,percent_finite_kl,num_perfect_separations,num_extreme_values,total_episodes,total_opportunities
,,0.0,,1900000,,0.04096502312257816,0.017649227452434635,0.0,0.23554213077295977,0.06116177977333072,0.5873244736136444,0.051293294362811374,0.0,10.185035030008866,2.1533677761936953,21,21,21,100.0,100.0,0,21,5,28.0
,,0.0,,2000000,,0.03332660203006324,0.017649227452434635,0.0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0.0,0.7662176073499188,0.1780839160587531,21,21,21,100.0,100.0,0,21,5,10.0
,,0.0,,final,,0.03332660203006324,0.017649227452434635,0.0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0.0,0.7662176073499188,0.1780839160587531,21,21,21,100.0,100.0,0,21,5,10.0
,,0.001,,100000,,0.03361309268443038,0.01095443782872483,0.0,0.23554213077295977,0.05593539384971566,0.14465872957601786,0.051293294362811374,0.0,0.7662176073499188,0.2245141092140247,21,21,21,100.0,100.0,0,16,5,128.0
,,0.001,,200000,,0.034043203365224525,0.008743455782136821,0.0,0.23554213077295977,0.056381623332955814,0.18647345573077492,0.051293294362811374,0.0,0.929535165762691,0.27185578305937635,21,21,21,100.0,100.0,0,14,5,126.0
,,0.001,,300000,,0.031013045041520863,0.008743455782136821,0.0,0.23554213077295977,0.05614671311287518,0.12293609758810894,0.04482901036203663,0.0,0.7662176073499188,0.1984806658555815,21,21,21,100.0,100.0,0,15,5,90.0
,,0.001,,400000,,0.02837043026843607,0.008127801188783158,0.0,0.20482868497576417,0.051380488835886556,0.09872544432157168,0.0278444420156944,0.0,0.6884206785919751,0.1663716574128833,21,21,21,100.0,100.0,0,12,5,138.0
,,0.001,,500000,,0.02763762153451288,0.008743455782136821,0.0,0.16882369061788063,0.04527162955709081,0.11067900969501705,0.04680274717496348,0.0,0.5871305997616942,0.1690369682577239,21,21,21,100.0,100.0,0,15,5,48.0
,,0.001,,600000,,0.0386663821561792,0.017649227452434635,0.0,0.23554213077295977,0.05616494336870814,0.4099632153677838,0.051293294362811374,0.0,6.345420134377845,1.3387491579174342,21,21,21,100.0,100.0,0,20,5,28.0
,,0.001,,700000,,0.036314545237083384,0.017649227452434635,0.0,0.23554213077295977,0.05580437472285201,0.1634843587525626,0.051293294362811374,0.0,0.8327460790643364,0.24690009678934252,21,21,21,100.0,100.0,0,19,5,28.0
,,0.001,,800000,,0.03882026682403178,0.017649227452434635,0.0,0.23554213077295977,0.056781637537681735,0.4857338520588799,0.051293294362811374,0.0,6.949780413326709,1.4700851169432598,21,21,21,100.0,100.0,0,19,5,22.0
,,0.001,,900000,,0.03866368094874638,0.017649227452434635,0.0,0.23554213077295977,0.05787178605068836,0.14359285037021,0.051293294362811374,0.0,0.8808119567444397,0.24186707152626422,21,21,21,100.0,100.0,0,20,5,14.0
,,0.001,,1000000,,0.027497804036768433,0.008743455782136821,0.0,0.1543001092285452,0.04334698808047249,0.21034934306875963,0.029621085118082507,0.0,1.3204975735093907,0.3874434499057981,21,21,21,100.0,100.0,0,14,5,18.0
,,0.001,,1100000,,0.03754735927871734,0.017649227452434635,0.0,0.23554213077295977,0.05543247913572681,0.3369696849293834,0.051293294362811374,0.0,3.8839481760920833,0.8246069208566363,21,21,21,100.0,100.0,0,18,5,32.0
,,0.001,,1200000,,0.028881684905837406,0.016114344060735534,0.0,0.14000312028869358,0.039793668304782974,0.18670284724472302,0.04680274717496348,0.0,2.015749109959995,0.43028659344883574,21,21,21,100.0,100.0,0,17,5,12.0
,,0.001,,1300000,,0.03332660203006324,0.017649227452434635,0.0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0.0,0.7662176073499188,0.1780839160587531,21,21,21,100.0,100.0,0,21,5,10.0
,,0.001,,1400000,,0.039433590939578135,0.016114344060735534,0.0,0.23554213077295977,0.06267499441643296,0.15839993994888296,0.04680274717496348,0.0,1.28623088124887,0.30921813771220924,21,21,21,100.0,100.0,0,18,5,26.0
,,0.001,,1500000,,0.03434331332490795,0.016114344060735534,0.0,0.1724612184816992,0.047034214430039155,0.16916857922654827,0.051293294362811374,0.0,0.8997079519110723,0.2546714726957298,21,21,21,100.0,100.0,0,16,5,26.0
,,0.001,,1600000,,0.03400933754485989,0.017649227452434635,0.0,0.23554213077295977,0.05525824727826721,0.10708836396974072,0.051293294362811374,0.0,0.7662176073499188,0.17699610490155873,21,21,21,100.0,100.0,0,20,5,10.0
,,0.001,,1700000,,0.03816550432400698,0.017649227452434635,0.0,0.23554213077295977,0.05723710836028814,0.13949827383092658,0.051293294362811374,0.0,0.794825849419488,0.2297776997771307,21,21,21,100.0,100.0,0,20,5,12.0
,,0.001,,1800000,,0.033307570432236866,0.017649227452434635,0.0,0.23554213077295977,0.055534391093552356,0.10272028220065209,0.051293294362811374,0.0,0.7662176073499188,0.17789586982791825,21,21,21,100.0,100.0,0,20,5,66.0
,,0.001,,1900000,,0.033733686171630285,0.017649227452434635,0.0,0.15988869229818303,0.042731421795324416,0.22529245847311433,0.051293294362811374,0.0,2.4380191382228538,0.5174791523555938,21,21,21,100.0,100.0,0,19,5,20.0
,,0.001,,2000000,,0.03691798431700492,0.017649227452434635,0.0,0.23554213077295977,0.0571687026534661,0.13364535162036792,0.051293294362811374,0.0,0.7662176073499188,0.22133463491803224,21,21,21,100.0,100.0,0,19,5,16.0
,,0.001,,final,,0.0365280964286505,0.017649227452434635,0.0,0.23554213077295977,0.05573059292791051,0.12615919159121877,0.051293294362811374,0.0,0.7662176073499188,0.19716357869894394,21,21,21,100.0,100.0,0,20,5,8.0
,,0.01,,100000,,0.02775883859849381,0.007910072986821759,0.0,0.1985387274132186,0.050309652731390944,0.10784523414623749,0.025987291953058433,0.0,0.6713874163198443,0.17741841609429732,21,21,21,100.0,100.0,0,13,5,108.0
,,0.01,,200000,,0.03217415925406507,0.009682809718518096,0.0,0.23554213077295977,0.055898464675204644,0.11652113479215938,0.051293294362811374,0.0,0.7662176073499188,0.1765046698704417,21,21,21,100.0,100.0,0,16,5,152.0
,,0.01,,300000,,0.02921571997756912,0.008743455782136821,0.0,0.21727034307947396,0.0532451815246524,0.10892070694309626,0.029280905127018413,0.0,0.7211783360253429,0.1783621289803494,21,21,21,100.0,100.0,0,12,5,134.0
,,0.01,,400000,,0.03344210940349853,0.016114344060735534,0.0,0.23554213077295977,0.05548018548766953,0.14644470572160861,0.051293294362811374,0.0,0.7662176073499188,0.21163591022157122,21,21,21,100.0,100.0,0,18,5,104.0
,,0.01,,500000,,0.03514672715032773,0.016114344060735534,0.0,0.23554213077295977,0.0559386536541581,0.15327627621435175,0.051293294362811374,0.0,0.7662176073499188,0.23038358545636062,21,21,21,100.0,100.0,0,18,5,96.0
,,0.01,,600000,,0.03549751704787455,0.017649227452434635,0.0,0.23554213077295977,0.05634196130289738,0.15063692519714744,0.051293294362811374,0.0,0.7662176073499188,0.2223017182033623,21,21,21,100.0,100.0,0,18,5,78.0
,,0.01,,700000,,0.03641333813811986,0.01095443782872483,0.0,0.23554213077295977,0.05785649786480664,0.21752737263034513,0.051293294362811374,0.0,1.1059951342943413,0.32608973917330275,21,21,21,100.0,100.0,0,15,5,64.0
,,0.01,,800000,,0.03535282498533506,0.013010772259295866,0.0,0.1985387274132186,0.05488196715290634,0.18052763690368576,0.04680274717496348,0.0,1.0703720988822736,0.3039836699730995,21,21,21,100.0,100.0,0,15,5,54.0
,,0.01,,900000,,0.030820747141932683,0.008743455782136821,0.0,0.1724612184816992,0.047195477915410795,0.15384404471276175,0.026845523752918904,0.0,0.8997079519110723,0.24715562672284053,21,21,21,100.0,100.0,0,14,5,26.0
,,0.01,,1000000,,0.04333081173828133,0.010767367444707767,0.0,0.25121508049928154,0.07256437855298394,0.20657474140263615,0.04680274717496348,0.0,1.9525268285651407,0.4322808529615094,21,21,21,100.0,100.0,0,17,5,62.0
,,0.01,,1100000,,0.033545483534435316,0.008743455782136821,0.0,0.20301019580852192,0.05323472612084102,0.1264657856537533,0.025317807960296784,0.0,0.7763534525448772,0.22042394187703712,21,21,21,100.0,100.0,0,15,5,64.0
,,0.01,,1200000,,0.03587595092414543,0.016114344060735534,0.0,0.23554213077295977,0.05562771576886059,0.1652849929276146,0.051293294362811374,0.0,0.8997079519110723,0.25156681026686,21,21,21,100.0,100.0,0,17,5,26.0
,,0.01,,1300000,,0.033774849704251396,0.016114344060735534,0.0,0.1985387274132186,0.050184928472518535,0.13904867368744456,0.051293294362811374,0.0,0.6713874163198443,0.1961355771140307,21,21,21,100.0,100.0,0,17,5,54.0
,,0.01,,1400000,,0.03398430919487589,0.017649227452434635,0.0,0.23554213077295977,0.05537381869196894,0.19616130724592182,0.051293294362811374,0.0,2.015749109959995,0.44392446225769916,21,21,21,100.0,100.0,0,20,5,36.0
,,0.01,,1500000,,0.03404084561613395,0.017649227452434635,0.0,0.15988869229818303,0.04473497419845234,0.23514062115295625,0.07025005345547793,0.0,1.183035812473823,0.35924416161040085,21,21,21,100.0,100.0,0,16,5,20.0
,,0.01,,1600000,,0.03505348456052339,0.017649227452434635,0.0,0.23554213077295977,0.05517619405936984,0.11461034325990588,0.051293294362811374,0.0,0.7662176073499188,0.1804618482449442,21,21,21,100.0,100.0,0,20,5,24.0
,,0.01,,1700000,,0.03747910955314181,0.01095443782872483,0.0,0.23554213077295977,0.06047199232804086,0.1791939347727388,0.04680274717496348,0.0,1.0658877171344145,0.29769819033376044,21,21,21,100.0,100.0,0,16,5,32.0
,,0.01,,1800000,,0.030659679309953804,0.010176689639002012,0.0,0.19381998456151656,0.04903521072041931,0.2429394670832052,0.04680274717496348,0.0,3.2168338573462094,0.6839644696612012,21,21,21,100.0,100.0,0,17,5,46.0
,,0.01,,1900000,,0.028673962442146202,0.0048912331045348045,0.0,0.16882369061788063,0.045786487073650864,0.09461267262834941,0.014141014847699307,0.0,0.5871305997616942,0.1531916782121343,21,21,21,100.0,100.0,0,16,5,24.0
,,0.01,,2000000,,0.029963626380890826,0.016114344060735534,0.0,0.20137267397837444,0.0501099384049439,0.09717183884874975,0.051210691048064735,0.0,0.6790988113138764,0.16338885098959968,21,21,21,100.0,100.0,0,16,5,60.0
,,0.01,,final,,0.0319278137234274,0.0077276972582018735,0.0,0.23554213077295977,0.057305996960405774,0.1370832538112045,0.025317807960296784,0.0,0.7662176073499188,0.2183964613801657,21,21,21,100.0,100.0,0,14,5,44.0
,,0.1,,100000,,0.032817653670983694,0.016114344060735534,0.0,0.23554213077295977,0.05570425654298672,0.11075227812772208,0.051293294362811374,0.0,0.7662176073499188,0.17893412595950414,21,21,21,100.0,100.0,0,20,5,102.0
,,0.1,,200000,,0.03442496821083655,0.017649227452434635,0.0,0.23554213077295977,0.055178277241107715,0.10998203178165014,0.051293294362811374,0.0,0.7662176073499188,0.17758476151917918,21,21,21,100.0,100.0,0,20,5,94.0
,,0.1,,300000,,0.0321437040405164,0.017649227452434635,0.0,0.19381998456151656,0.04831403154959165,0.12683526211733712,0.051293294362811374,0.0,0.6584164026012285,0.17870278022696384,21,21,21,100.0,100.0,0,18,5,46.0
,,0.1,,400000,,0.033541110018785694,0.017649227452434635,0.0,0.23554213077295977,0.05544141547082339,0.1649673588919972,0.051293294362811374,0.0,1.3204975735093907,0.31329421565163806,21,21,21,100.0,100.0,0,19,5,36.0
,,0.1,,500000,,0.035384995329126895,0.016114344060735534,0.0,0.23554213077295977,0.05570903992158367,0.15384299979569946,0.051293294362811374,0.0,0.7662176073499188,0.20014274052359174,21,21,21,100.0,100.0,0,18,5,62.0
,,0.1,,600000,,0.039970343060565676,0.017649227452434635,0.0,0.23554213077295977,0.061726231078079195,0.15849081981992666,0.051293294362811374,0.0,1.239220854994294,0.3000971887798831,21,21,21,100.0,100.0,0,19,5,40.0
,,0.1,,700000,,0.031235332616251978,0.017649227452434635,0.0,0.18927832250813012,0.04779280972393877,0.10137729726514559,0.051293294362811374,0.0,0.645781677718656,0.15777809244107457,21,21,21,100.0,100.0,0,18,5,40.0
,,0.1,,800000,,0.03279102201530172,0.014662214180140498,0.0,0.23554213077295977,0.055849810217214746,0.1529173356286105,0.04680274717496348,0.0,0.978087339771343,0.2590858857743295,21,21,21,100.0,100.0,0,17,5,24.0
,,0.1,,900000,,0.0318222850944745,0.012539974820047624,0.0,0.23554213077295977,0.05581655688892914,0.13613902985956172,0.04680274717496348,0.0,0.8327460790643364,0.23677275825114114,21,21,21,100.0,100.0,0,19,5,28.0
,,0.1,,1000000,,0.030695596148414467,0.008743455782136821,0.0,0.23554213077295977,0.05615085316362117,0.09615914463770003,0.029756718319784582,0.0,0.7662176073499188,0.1795183863752499,21,21,21,100.0,100.0,0,18,5,28.0
,,0.1,,1100000,,0.02967951616315978,0.008743455782136821,0.0,0.2051657905663593,0.05118310797302427,0.0933535037408855,0.03805689357137491,0.0,0.6893250167030146,0.16653152324748663,21,21,21,100.0,100.0,0,16,5,70.0
,,0.1,,1200000,,0.037149529790780594,0.017649227452434635,0.0,0.23554213077295977,0.05619485581311178,0.1311865198543028,0.051293294362811374,0.0,0.7662176073499188,0.20805204453080656,21,21,21,100.0,100.0,0,20,5,46.0
,,0.1,,1300000,,0.0341958540110445,0.016114344060735534,0.0,0.23554213077295977,0.05607048356021637,0.1295710260136002,0.051293294362811374,0.0,0.7662176073499188,0.19349118772291246,21,21,21,100.0,100.0,0,17,5,84.0
,,0.1,,1400000,,0.030966758754689228,0.0122593827726412,0.0,0.20643623343700038,0.050815661421400746,0.10523697170150406,0.04032678377549331,0.0,0.6927251625901685,0.16778521537543323,21,21,21,100.0,100.0,0,14,5,74.0
,,0.1,,1500000,,0.03682405617221719,0.017649227452434635,0.0,0.23554213077295977,0.05481140824243488,0.25320970118089264,0.051293294362811374,0.0,1.9317123175279352,0.45140986524349996,21,21,21,100.0,100.0,0,19,5,50.0
,,0.1,,1600000,,0.03699143299296768,0.016114344060735534,0.0,0.23554213077295977,0.058564009394219844,0.13848241672876585,0.04680274717496348,0.0,0.8680725448654831,0.2421628237632374,21,21,21,100.0,100.0,0,17,5,82.0
,,0.1,,1700000,,0.03183264522033522,0.009559928814673949,0.0,0.23554213077295977,0.05613294263006224,0.14733949498242876,0.03226966235358811,0.0,0.8649605823336133,0.24468067899962279,21,21,21,100.0,100.0,0,15,5,54.0
,,0.1,,1800000,,0.03859871077771187,0.017649227452434635,0.0,0.23554213077295977,0.05839422653307881,0.16409867048329962,0.051293294362811374,0.0,0.9296540697623149,0.2542898802132477,21,21,21,100.0,100.0,0,19,5,54.0
,,0.1,,1900000,,0.03250612151593758,0.013650193271306305,0.0,0.23554213077295977,0.05584634795070329,0.1155763350189962,0.051293294362811374,0.0,0.7662176073499188,0.18224490655673084,21,21,21,100.0,100.0,0,18,5,74.0
,,0.1,,2000000,,0.032139993384623616,0.011427048168556001,0.0,0.16467395532052198,0.04879979772989932,0.17642803386985312,0.04680274717496348,0.0,1.0710481061251012,0.3024798707243806,21,21,21,100.0,100.0,0,14,5,44.0
,,0.1,,final,,0.03046760023615785,0.010483708789082844,0.0,0.20137267397837444,0.04994718250764346,0.1530246440596186,0.051293294362811374,0.0,1.183035812473823,0.2820153102473847,21,21,21,100.0,100.0,0,15,5,60.0
